28,Y14-M1-011,Pillow Block Foy Cylinder Bottom,A. Haitz,01/23/14,,M1-011
29,Y14-L1-001,????,U. Unknown,01/01/14,,"L1-001, Added Unknown and false date"
30,Y14-FL-001,Fork Lift,C. Granch,01/25/14,,"FL-001, fixed name."
31,Y14-FL-002,Fork Lift mount,C. Dominik,01/25/14,,FL-002
32,Y14-FL-003,Frok Lift mounting plate,C. Dominik,01/25/14,,FL-003
33,Y14-CH-001,Bumper-plywood,K. Dominguez,01/25/14,,CH-001
34,Y14-CH-002,Bumper-noodle,K. Dominguez,01/25/14,,CH-002
35,Y14-CH-003,Bumper assembly,K. Dominguez,01/25/14,,CH-003
36,Y14-B1-001,Bailer - Side Bar With Chain,K. Dominguez,01/27/14,,B1-001
37,Y14-B1-002,Bailer - Side Bar,K. Dominguez,01/28/14,,B1-002
38,Y14-B1-003,Bailer - Hex Bar,K. Dominguez,01/28/14,,B1-003
39,Y14-B1-004,Bailer - Top Bar,K. Dominguez,01/28/14,,B1-004
40,Y14-B1-005,Bailer - Assy,K. Dominguez,01/28/14,,B1-005
41,Y14-CH-004,Brace Bar - Right,K. Dominguez,01/30/14,,CH-004
42,Y14-CH-005,Brace Bar - Left,K. Dominguez,01/30/14,,CH-005
43,Y14-AM-001,Main Model,K. Dominguez,01/30/14,,AM-001
44,Y14-CH-006,Chassis Main Model,K. Dominguez,01/30/14,,CH-006
45,Y14-MM-001,Manipulator Main Model,K. Dominguez,01/30/14,,MM-001
46,Y14-CH-007,Chassis - Brace Bar,K. Dominguez,02/01/14,,CH-007
47,Y14-B1-006,Bailer - Clevis,K. Dominguez,02/01/14,,B1-006
48,Y14-CH-008,Chassis - Electric Plastic,C. Dominik,01/21/14,,CH-008
49,Y14-L3-001,"60 Tooth, 5"" Dia, 3/4"" Bore, 12 Pitch, 14-1/2 Degree Spur Gear",D. Brandon,01/31/14,,L3-001
50,Y14-L3-002,"12 Tooth, 1"" Dia, 1/2"" Bore, 12 Pitch, 14-1/2 Degree Spur Gear",D. Brandon,01/31/14,,L3-002
51,Y14-L3-003,"1""x3"" Al Tube",D. OToole,01/31/14,,L3-003. Was David?  
52,Y14-L3-004,Linkage Bar,D. OToole,01/31/14,,L3-004. Was David?  
53,Y14-L3-005,1x3 Base Tube,D. OToole,01/31/14,,L3-005. Was David?  
54,Y14-L3-006,Linkage Bar,D. OToole,01/31/14,,L3-006. Was David?  
55,Y14-L3-007,Hoop Example,D. Brandon,01/31/14,,L3-007
56,Y14-L3-008,Half Inch Tube,D. OToole,01/31/14,,"L3-008, Was David?"
57,Y14-L3-009,Half Inch Tube Short,U. Unknown,01/31/14,,L3-009
58,Y14-L3-010,Half Inch Tube Short,U. Unknown,01/31/14,,L3-010
59,Y14-L3-011,Cross Brace (alternate way),U. Unknown,01/31/14,,L3-011
60,Y14-L3-012,Cross Brace Square Tube,U. Unknown,01/31/14,,L3-012
61,Y14-L3-013,Motor Spacer,D. OToole,01/31/14,,"L3-013, Was David"
62,Y14-L3-014,"Axle 3/4""",D. Brandon,01/31/14,,L3-014
63,Y14-L3-015,Shaft Linkage Arm,D. OToole,01/31/14,,"L3-015, Was David"
64,Y14-L3-016,Main Shaft,D. Brandon,01/31/14,,L3-016
65,Y14-L3-017,Square Axle,D. OToole,01/31/14,,"L3-017, Was David"
66,Y14-L3-018,Square Tubing,D. OToole,01/31/14,,"L3-018, Was David"
67,Y14-L3-019,1x3 Strut with Hole,D. OToole,01/31/14,,"L3-019, Was David"
68,Y14-L3-020,Full Launcher Assembly,D. OToole,01/31/14,,"L3-020, Was David"
69,Y14-L3-021,Swing with Square Tube Assembly,D. OToole,01/31/14,,"L3-021, Was David"
70,Y14-L3-022,Swing Are with Round Tubing,D. OToole,01/31/14,,"L3-022, Was David"
71,Y14-L3-023,Clutch Plate for Driven Side,C. Dominik,01/31/14,,L3-023
72,Y14-L3-024,Clutch Plate for Driving Side,C. Dominik,01/31/14,,L3-024
73,Y14-L3-025,Used For Drawing,D. Brandon,01/31/14,,L3-025
74,Y14-L3-026,Used For Drawing,D. Brandon,01/31/14,,L3-026
75,Y14-L3-027,Motor Assemble using Chain drive,D. Brandon,01/31/14,,L3-027
76,Y14-L3-028,Shoulder Bolt for Example Motor Assembly using Links,D. Brandon,01/31/14,,L3-028
77,Y14-L3-029,Spin Plate for Linage Example,D. Brandon,01/31/14,,L3-029
78,Y14-L3-030,Series 25 Chain,D. Brandon,01/31/14,,L3-030
79,Y14-L3-031,Motor Bracket for Example Motor Assembly,D. Brandon,01/31/14,,L3-031
80,Y14-L3-032,"Version 4 of Launcher Assembly as of Thursday, 1/30/14",D. Brandon,01/31/14,,L3-032
81,Y14-L3-033,"16 Tooth Sprocket, 1/2"" Bore, Keyed, Series 25, Andymark, AM-0277",D. Brandon,01/31/14,,L3-033
82,Y14-L3-034,"66 Tooth Sprocket, 1.125"" Bore, Series 25, Andymark, AM-0238",D. Brandon,01/31/14,,L3-034
83,Y14-L3-035,Machined Axle for Drive Side of Swing Arm,D. Brandon,01/31/14,,L3-035
84,Y14-L3-036,Plug that goes inside ends of Main Swing Arm,D. Brandon,01/31/14,,L3-036
85,Y14-L3-037,"#10 Screw, about 3/8"" long",D. Brandon,01/31/14,,L3-037
86,Y14-L3-038,"#10 Screw, about 5/8"" long",D. Brandon,01/31/14,,L3-038
87,Y14-L3-039,Separator Sleeve between Big Sprocket and Stanchion,D. Brandon,01/31/14,,L3-039
88,Y14-L3-040,"C-Type Retaining Ring, for 1/2"" Shaft, Andymark am-0206",D. Brandon,01/31/14,,L3-040
89,Y14-L3-041,1x1 Strut to hold Rocker Arm,D. Brandon,01/31/14,,L3-041
90,Y14-L3-042,"Air Cylinder, Bimba Andymark, AM-0292",D. Brandon,01/31/14,,L3-042
91,Y14-L3-043,Push Plate to Drive Clutch,D. Brandon,01/31/14,,L3-043
92,Y14-L3-044,Side Support Bar,D. Brandon,01/31/14,,L3-044
93,Y14-L3-045,"1/2"" Tie Rod",D. Brandon,01/31/14,,L3-045
94,Y14-CH-009,Chassis - Bumper Connector,K. Dominguez,02/02/14,,CH-009
95,Y14-CH-010,Chassis - Bumper Connector,C. Dominik,02/03/14,,CH-010
96,P15-KJ-0001,Prototype Assembly,K. Dominguez,01/04/15,,
97,P15-KJ-1001,Basic Base,K. Dominguez,01/04/15,,
98,P15-KJ-1002,Basic Wheel,K. Dominguez,01/04/15,,
99,P15-KJ-0002,Bailer Arm Assy,K. Dominguez,01/04/15,,
100,P15-KJ-1003,Frame - Bailer Arm,K. Dominguez,01/04/15,,
101,P15-KJ-1004,Wheel - Bailer Wheel,K. Dominguez,01/04/15,,
102,P15-KJ-1005,Rod - Upper Bailer Row,K. Dominguez,01/04/15,,
103,P15-KJ-1006,Pin - Lower Bailer Row,K. Dominguez,01/04/15,,
104,P15-KJ-1007,Pitch Rotater - Bailer Arm,K. Dominguez,01/04/15,,
105,P15-KJ-1008,Yaw Rotater - Bailer Arm,K. Dominguez,01/04/15,,
106,P15-KJ-1009,Pin - Rotater Device,K. Dominguez,01/04/15,,
107,C15-CH-2001,"Wheel Spacer (ID = .51, L = 1/2)",C. Granch,01/24/15,,Was Caleb Granch
108,C15-CH-2002,"Wheel Spacer (ID = .51, L = 1/8)",C. Granch,01/25/15,,
109,C15-CH-2003,"Wheel Spacer (ID = .51, L = 1/4)",C. Granch,01/26/15,,
110,C15-CC-1001,moving Claw rib,L. Furlong,01/01/15,,Added False Date
111,C15-CC-1002,Moving Claw axle,L. Furlong,01/01/15,,Added False Date
112,C15-CC-1003,Moving Claw Back sheet,L. Furlong,01/01/15,,Added False Date
113,C15-CC-1004,Claws back braces,N. Dekker,01/24/15,,
114,C15-CC-1005,Claws Back plate,N. Dekker,01/24/15,,
115,C15-CC-1006,Moving Claw Piston Conection,L. Furlong,01/24/15,,
116,C15-CC-1007,Sationary Claw Rib,N. Dekker,01/24/15,,
117,C15-CC-1008,Piston rod,N. Dekker,01/24/15,,
118,C15-CC-1009,Piston core,N. Dekker,01/24/15,,
119,C15-CC-0001,Moving Claw,L. Furlong,01/01/15,,Added False Date
120,C15-CC-0002,Moving Claw and back ,L. Furlong,01/24/15,,Was Logan/Nick
121,C15-CC-0003,Claw Piston,N. Dekker,01/24/15,,
122,C15-FW-1001,Wing Small,N. Dekker,01/24/15,,
123,C15-FW-1002,Wing Med,N. Dekker,01/24/15,,
124,C15-FW-1003,Wing Large,N. Dekker,01/24/15,,
125,C15-EL-2001,D-Link Support,C. Granch,01/24/15,,
126,C15-FW-1004,Hinge pin,L. Furlong,01/24/15,,
127,C15-FW-1005,Hinge Leaf Left,L. Furlong,01/24/15,,
128,C15-FW-1006,Hinge leaf right,L. Furlong,01/24/15,,
129,C15-FW-1007,FW mid rod,L. Furlong,01/24/15,,
130,C15-FW-0001,Hinge,L. Furlong,01/24/15,,
131,C15-FW-0002,One FW,L. Furlong,01/24/15,,Was Logan/Nick
132,C15-FW-0003,Wing on rod,L. Furlong,01/24/15,,Was Logan/Nick
133,C15-CH-1001,Basic Chassis,L. Furlong,01/26/15,,
134,C15-GR-0001,General Robot Assy #1,L. Furlong,01/26/15,,
135,C15-EV-1001,Wrist Plate,N. Gardner,01/26/15,,Was Nathan
136,C15-HG-1001,Happy Gilmore Support,C. Dominik,01/27/15,,
137,C15-CH-1002,Extended VersaBlock,K. Dominguez,01/27/15,,
138,C15-CH-2004,VersaBlock Spacer,K. Dominguez,01/28/15,,
139,C15-CH-0001,Motor Mounting Example,K. Dominguez,01/28/15,,
140,C15-CC-1010,Piston hinge,N. Dekker,01/28/15,,
141,C15-CC-1011,Piston hinge rod,N. Dekker,01/28/15,,
142,C15-CC-1012,New Moving Claw,L. Furlong,01/28/15,,
143,C15-CC-1013,New Stationary Claw,L. Furlong,01/28/15,,
144,C15-CC-1014,New Claw suport plate,L. Furlong,01/28/15,,
145,C15-CC-1015,New Claw Back plate,N. Gardner,01/28/15,,Was Nathan G
146,C15-EV-1002,Wrist tube,L. Furlong,01/29/15,,
147,C15-EV-1003,Wrist tube flange,L. Furlong,01/29/15,,
148,C15-GR-0002,Base and elevator,L. Furlong,01/29/15,,Was Logan/Nathan
149,C15-GR-0003,"Base, Elevator and Claw",L. Furlong,01/29/15,,Was Logan/Nathan
150,C15-CH-1003,Chassis Base Bar - Long,K. Dominguez,01/29/15,,
151,C15-CH-1004,Chassis Base Bar - Short,K. Dominguez,01/29/15,,
152,C15-CC-1016,Support Middle Bar,N. Gardner,01/29/15,,Was Nathan
153,C15-CC-1017,Support Side,N. Gardner,01/29/15,,Was Nathan
154,C15-CC-0004,Piston Assy,N. Dekker,01/29/15,,Was Ncik
155,C15-CC-0005,Caleb Claw V 2.0,L. Furlong,01/29/15,,
156,C15-CC-0006,Support Bar Assy,N. Gardner,01/29/15,,Was Nathan
157,C15-CH-0002,Main Chassis Assy,K. Dominguez,01/30/15,,
158,C15-EV-1004,Elevator Crossbeam,U. Unknown,01/01/15,,Added False Date and Unknown
159,C15-EV-1005,Wrist Mounting Plate,N. Gardner,01/30/15,,Was Nathan
160,C15-CC-1018,Cross Member,Y. Ghebreyesus,01/31/15,, was Yoel
161,C15-CC-1019,Cross Member,Y. Ghebreyesus,01/31/15,, was Yoel
162,C15-CC-1020,Lower Doubler,Y. Ghebreyesus,01/31/15,, was Yoel
163,C15-CC-1021,Upper Doubler,Y. Ghebreyesus,01/31/15,, was Yoel
164,C15-CC-1022,Lower Claw Back Plate,Y. Ghebreyesus,01/31/15,, was Yoel
165,C15-CC-2001,Wheel Spacer,Y. Ghebreyesus,02/02/15,, was Yoel
166,C15-CC-2002,Wheel Spacer,Y. Ghebreyesus,02/02/15,, was Yoel
167,C15-CC-2003,Wheel Spacer,N. Dekker,02/02/15,,
168,C15-CH-1005,Crossbeam Chassis,Y. Ghebreyesus,02/02/15,, was Yoel
169,C15-EV-1006,Elevator Support Plate,C. Dominik,02/02/15,,
170,C15-EV-1007,Wrist De-Coupling Joint,C. Dominik,02/02/15,,
171,C15-EV-1008,Wrist De-Coupling Plate,C. Dominik,02/02/15,,
172,C15-EV-1009,Wrist Bushing,P. DeVries,02/02/15,,Was Peter DeVries
173,C15-EV-1010,Elevator Crossbeam,K. Dominguez,02/02/15,,
174,C15-CH-1006,Happy Gilmore Support Tube,N. Dekker,02/03/15,,
175,C15-EV-1011,Elevator X Beam Support,N. Gardner,02/03/15,,Was Nathan
176,C15-EV-1012,Elevator Support Beam,Y. Ghebreyesus,02/06/15,, was Yoel
177,C15-EV-1013,Elevator Pully Mounting Bracket,P. DeVries,02/07/15,,Was Peter DeVries
178,C15-EV-1014,Pully Shaft,N. Dekker,02/07/15,,
179,C15-EV-1015,Wrist De-Coupling X Beam,Y. Ghebreyesus,02/07/15,, was Yoel
180,C15-EV-2001,Spacer - Winch,P. DeVries,02/07/15,,Was Peter DeVries
181,C15-EV-2002,Spacer - Winch,P. DeVries,02/07/15,,Was Peter DeVries
182,C15-EV-2003,Elevator Pully - Bottom,P. DeVries,02/07/15,,Was Peter DeVries
183,SPP-PT-2001,Pit Monitor Mount Front,N. Dekker,02/07/15,,
184,SPP-PT-2002,Pit Monitor Mount Back,N. Dekker,02/07/15,,
185,C15-EV-1016,????,K. Dominguez,02/13/15,,
186,C15-EV-2004,Elevator Pully - Top,P. DeVries,02/07/15,,Was Peter DeVries
187,C15-HG-0001,Happy Gilmore V1,C. Dominik,01/01/15,,Added False Date
188,C15-HG-0002,Happy Gilmore V2,C. Dominik,01/01/15,,Added False Date
189,C15-HG-0003,Happy Gilmore V3,K. Dominguez,02/14/15,,
190,C15-HG-1002,???,C. Dominik,01/01/15,,Added False Date
191,C15-HG-1003,???,C. Dominik,01/01/15,,Added False Date
192,C15-HG-1004,???,C. Dominik,01/01/15,,Added False Date
193,C15-HG-1005,45 Degree Angle Gusset,C. Dominik,01/01/15,,Added False Date
194,C15-HG-1006,a,C. Dominik,01/01/15,,Added False Date
195,C15-HG-1007,???,C. Dominik,01/01/15,,Added False Date
196,C15-HG-1008,Vertical 80/20 Shaft,K. Dominguez,02/14/15,,
197,C15-EV-2005,Motor Mount Spacer,N. Dekker,02/14/15,,
198,C15-HG-1009,"HG Mounting Bar, 80/20",K. Dominguez,02/14/15,,
199,C15-HG-1010,"HG Axle Bar, 1x1 Tube, 1/8th wall",K. Dominguez,02/14/15,,
200,C15-HG-1011,"HG Brace Bar, 80/20",K. Dominguez,02/14/15,,
201,C15-EV-1017,Elevator Pully Motor Mount Plate,K. Dominguez,02/13/15,,
202,C15-EV-1018,Upper Pully Set Axle,K. Dominguez,02/17/15,,
203,C15-CC-0007,Caleb Claw V 3.0,C. Dominik,02/21/15,,
204,C15-CC-1023,Heel Plate - Bottom,N. Dekker,02/21/15,,
205,C15-CC-1024,Heel Plate - Top,Y. Ghebreyesus,02/21/15,, was Yoel
206,C15-CC-1025,L Bracket,Y. Ghebreyesus,02/21/15,, was Yoel
207,C15-CC-1026,Piston Mounting Intercostal,N. Dekker,02/21/15,,
208,C15-CC-1027,Pivot Pin,Y. Ghebreyesus,02/21/15,, was Yoel
209,C15-CC-1028,"Claw End Intercostal, Top",P. DeVries,02/21/15,,Was Peter DeVries
210,C15-CC-1029,Claw Top Skin Plate,N. Dekker,02/21/15,,
211,C15-CC-1030,Piston End End Connector,Y. Ghebreyesus,02/21/15,, was Yoel
212,C15-CC-1031,"Claw End Intercostal, Top",U. Unknown,02/21/15,,
213,C15-CC-1032,"Claw End Intercostal, Bottom",U. Unknown,02/21/15,,
214,C15-CC-1033,Claw Top Intercostal,K. Dominguez,02/23/15,,
215,C15-CC-1034,Hex Shaft,K. Dominguez,03/06/15,,
216,C15-CH-1007,HG Support Bracket RH,K. Dominguez,03/06/15,,
217,C15-CH-1008,HG Support Bracket LH,K. Dominguez,03/06/15,,
218,C15-CH-1009,Electronics Shelf,K. Dominguez,03/06/15,,
219,C15-CH-1010,Electronics Shelf Liner,K. Dominguez,03/06/15,,
220,C15-CH-1011,Chassis Base Plate,K. Dominguez,03/06/15,,
221,C15-EV-1019,Elevator Side Plate,K. Dominguez,03/06/15,,
222,C15-EV-1020,Elevator Bottom Shaft,K. Dominguez,03/06/15,,
223,C15-CC-1035,Wheel Shaft,K. Dominguez,03/07/15,,
224,C15-EV-1021,Elevator Chain Guard,K. Dominguez,03/07/15,,
225,C15-GA-2001,Window Motor Hub,K. Dominguez,03/07/15,,
226,C15-HG-1012,HG First Arm,N. Dekker,03/09/15,,
227,C15-HG-1013,HG Middle Arm,N. Dekker,03/09/15,,
228,C15-HG-1014,HG Last Arm,N. Dekker,03/09/15,,
229,C15-HG-1015,"Guide Wire Bracket, Far End",N. Dekker,03/09/15,,
230,C15-HG-1016,"Guide Wire Bracket, Far End",N. Dekker,03/09/15,,
231,C15-HG-1017,"Guide Wire Bracket, Near Side",N. Dekker,03/09/15,,
232,C15-HG-1018,"Bearing Holder, U-Shaped",N. Dekker,03/09/15,,
233,C15-HG-1019,"Bearing Holder, Modified C Shape",N. Dekker,03/09/15,,
234,C15-HG-1020,Bearing,N. Dekker,03/09/15,,
235,C15-HG-1021,Bearing Mounting Plate,N. Dekker,03/09/15,,
236,C15-HG-1022,Pivot Arm,N. Dekker,03/09/15,,
237,C15-HG-1023,Pivot Arm Support Beam,N. Dekker,03/09/15,,
238,C15-HG-1024,"Pivot Arm Support Beam, Angled",N. Dekker,03/09/15,,
239,C15-HG-1025,Hinge Bracket,N. Dekker,03/09/15,,
240,C15-HG-1026,Double Bearing Mount,N. Dekker,03/09/15,,
241,C15-HG-1027,Servo Mount Plate,N. Dekker,03/09/15,,
242,C15-HG-0004,"HG Assy Arm, V3",N. Dekker,03/09/15,,
243,C15-HG-1028,Hinge Bracket Spacer,N. Dekker,03/09/15,,
244,C15-HG-1029,Hinger Bracker Washer,N. Dekker,03/09/15,,
245,P15-FW-1001,Mount,C. Dominik,09/29/15,,
246,P15-FW-1002,mount 2,C. Dominik,09/29/15,,
247,P15-FW-1003,the other lever,C. Dominik,09/29/15,,
248,P15-FW-1004,finger lever,C. Dominik,09/29/15,,
249,P15-FW-1005,base,C. Dominik,09/29/15,,
250,P15-FW-1006,fly wheel,C. Dominik,09/29/15,,
251,P15-FW-1007,spinner,C. Dominik,09/29/15,,
252,P15-FW-0001,fly wheel Assy.,C. Dominik,10/06/15,,
253,P15-SP-2001,Bracket Brace,Y. Ghebreyesus,10/06/15,, was Yoel
254,P15-SP-2002,Bracket Brace 2,Y. Ghebreyesus,10/13/16,, was Yoel
255,P15-SP-2003,Angel Braced,C. Dominik,10/17/15,,
256,P15-CN-1001,Proximity Sensor Holder,C. Dominik,10/17/15,,
257,P15-CN-1002,Proximity Sensor Trigger,C. Dominik,10/17/15,,
258,P15-CN-2001,Proximity Sensor Mount 1,C. Dominik,10/17/15,,
259,P15-CN-2002,Proximity Sensor Mount 2,C. Dominik,10/17/15,,
260,P15-CN-3001,Vacuum Mount,C. Dominik,10/27/15,,
261,P15-CN-4001,Z-Bracket Mount,R. Carranza,10/27/15,,
262,P15-CN-4002,Z-Sensor Tripper,R. Carranza,10/27/15,,
263,P15-MF-4001,Shooter Base,C. Dominik,10/31/15,,
264,P15-MF-4002,Frisbee Guide,C. Dominik,10/31/15,,
265,P15-MF-0001,Mini Frisbee Shooter V1,C. Dominik,10/31/15,,
266,P15-MF-4003,Magazine Guide Ring,L. Furlong,11/14/15,,
267,S16-CD-0001,4 Wheel Chassis Assy,C. Dominik,01/14/16,,
268,S16-CD-4001,4 Wheel Chassis Wheel,C. Dominik,01/14/16,,
269,S16-CD-4002,4 Wheel Chassis,C. Dominik,01/14/16,,
270,S16-CD-4003,6 Wheel Chassis - Chassis,C. Dominik,01/14/16,,
271,S16-CD-0002,6 Wheel Chassis,B. Long,01/14/16,,
272,S16-CD-4004,6 Wheel Chassis Wheel,B. Long,01/14/16,,
273,S16-CD-4005,Tank Drive Wheel,K. Dominguez,01/16/16,,
274,S16-CD-4006,Tank Drive Chassis,K. Dominguez,01/16/16,,
275,S16-CD-0003,Tank Drive Assy,K. Dominguez,01/16/16,,
276,P15-PR-2001,Prototype 6 Wheel Chassis Base Plate,K. Dominguez,01/18/16,,
277,P15-PR-0001,6 Wheel Prototype Chassis Assy,K. Dominguez,01/16/16,,
278,S16-CD-0004,Tank Drive V2.0,K. Dominguez,01/18/16,,
279,S16-CD-2001,Tank Drive Lower Wheel Base,K. Dominguez,01/18/16,,
280,S16-CD-1001,Idler Mounting Bracket,K. Dominguez,01/18/16,,
281,S16-CD-4007,Idler,K. Dominguez,01/18/16,,
282,S16-CD-4008,Small center wheel,R. Carranza,01/21/16,,
283,S16-CD-4009,Large outer wheel,S. Wang,01/21/16,,
284,S16-CD-4010,Frame,R. Carranza,01/21/16,,
285,S16-WH-1001,Wheel - Outer Wall,R. Carranza,01/22/16,,
286,S16-WH-1002,Wheel - Inner Wall,R. Carranza,01/22/16,,
287,S16-WH-4001,Wheel - Center Shaft,R. Carranza,01/22/16,,
288,S16-CH-2001,Chassis Bar - Long,K. Dominguez,01/23/16,,
289,S16-CH-2002,Chassis Bar - Short,K. Dominguez,01/23/16,,
290,S16-CH-0001,Chassis V0.0,K. Dominguez,01/25/16,,
291,S16-CH-2003,Chassis Base Plate,K. Dominguez,01/25/16,,
292,S16-CH-2004,"Bumper - 30"" Bumper Mount",S. Tefera,01/25/16,,
293,S16-CH-2005,"Bumper - 8"" Bumper Mount",B. Long,01/25/16,,
294,S16-CH-2006,"Bumper - Mounting Bracket, Side",S. Tefera,01/25/16,,
295,S16-CH-2007,"Bumper - Mounting Bracket, FWD",B. Long,01/25/16,,
296,S16-CH-0002,Bumper - Assy V0.0,S. Tefera,01/26/16,,
297,S16-CH-0003,Bumper - Assy V1.0,C. Dominik,01/28/16,,
298,S16-WH-4002,Wheels - Wheel Center,R. Carranza,01/28/16,,
299,S16-WH-4003,Wheel - Wheel Lip,R. Carranza,01/28/16,,
300,S16-WH-0001,Wheel - Assy V3.0,R. Carranza,01/28/16,,
301,S16-BB-2001,Bailer Arm,B. Long,01/30/16,,
302,S16-BB-2002,Bailer Roller,S. Tefera,01/30/16,,
303,S16-SH-1001,Shooter - Outer Wall,P. DeVries,01/30/16,,
304,S16-BB-0001,Bailbar,B. Long,01/30/16,,
305,S16-SH-1002,Shooter - Upper Intercostal,P. DeVries,01/29/16,,
306,S16-SH-1003,Shooter - Guide Wall,P. DeVries,01/29/16,,
307,S16-SH-1004,Shooter - Middle Intercostal,P. DeVries,01/29/15,,
308,S16-SH-1005,Shooter - Guide Intercostal,P. DeVries,01/29/16,,
309,S16-SH-1006,Shooter - Adjustable Shot,P. DeVries,01/29/16,,
310,S16-SH-1007,Shooter - Adjustable Shot Intercostal,P. DeVries,01/29/16,,
311,S16-SH-1008,Shooter - Outer Wall V2.0,L. Furlong,01/30/16,,
312,S16-SH-1009,Shooter - Guide Wall V2.0,L. Furlong,01/30/16,,
313,S16-SH-1010,Shooter - Guide Intercostal,L. Furlong,01/30/16,,
314,S16-SH-1011,Shooter - Shooter Wheel Axel Stanchion,L. Furlong,01/30/16,,
315,S16-CH-0004,"Chassis - Chassis Assy V2.0, Opt. A",K. Dominguez,01/30/16,,
316,S16-CH-3001,Transmission Spacer,C. Granch,01/30/16,,
317,S16-WH-0002,Wheel - Assy V4.0,R. Carranza,01/30/16,,
318,S16-CH-2008,"Chassis - Frame, Long V2.0, Opt A",K. Dominguez,01/31/16,,
319,S16-CH-0005,"Chassis - Chassis Assy V2.0, Opt B",K. Dominguez,01/31/16,,
320,S16-CH-2009,"Chassis - Frame, Long V2.0, Opt B",K. Dominguez,01/31/16,,
321,S16-CH-0006,"Bumper - Assy V2.0, Opt A",K. Dominguez,01/31/16,,
322,S16-CH-0007,"Bumper - Assy V2.0, Opt B",K. Dominguez,01/31/16,,
323,S16-CH-4001,Chassis - 6in Wheel Stand In,K. Dominguez,01/31/16,,
324,S16-CH-2010,"Bumper - Mount, Long Member, Opt A",K. Dominguez,01/31/16,,
325,S16-CH-2011,"Bumper - Mount, Long Member, Opt B",K. Dominguez,01/31/16,,
326,S16-CH-2012,"Chassis Base Plate, V2.0, Opt A",K. Dominguez,01/31/16,,
327,S16-CH-2013,"Chassis Base Plate, V2.0, Opt B",K. Dominguez,01/31/16,,
328,S16-SH-2001,shooter wheel axel frame,B. Long,02/01/16,,
329,S16-SH-2002,shooter motors mount,B. Long,02/01/16,,
330,S16-SH-2003,SHOOTER FRAME,B. Long,02/01/16,,
331,S16-CH-1001,"Bumper - Mounting Bracket, Side V2.0B",K. Dominguez,02/01/16,,
332,S16-SH-1012,Shooter Guide Rails,S. Tefera,02/01/16,,
333,S16-SH-0001,SHOOTER ASSEMBLY,S. Tefera,02/01/16,,
334,S16-CH-2014,"Bumper - Mounting Bracket, FWD V2.0A",K. Dominguez,02/01/16,,
335,S16-BB-2003,BALL GUIDE,R. Carranza,02/01/16,,
336,S16-CH-1002,"Bumper - Mounting Bracket, Side V2.1A",K. Dominguez,02/01/16,,
337,S16-ER-0001,Entire Robot v.1,C. Dominik,02/01/16,,
338,S16-WG-0001,Lift Supports,S. Wang,02/01/16,,
339,S16-CH-2015,"Bumper - Mounting Bar, Long V2.1",K. Dominguez,02/02/16,,
340,S16-SH-2004,SHOOTER SUPPORT BRACKET B,S. Tefera,02/02/16,,
341,S16-SH-2005,BALL GUIDE,Y. Ghebreyesus,02/02/16,,
